card_name,f1,f1_sig_strike_per,f1_sig_strike_total,f1_td_attempt,f1_td_succeed,f2,f2_sig_strike_per,f2_sig_strike_total,f2_td_attempt,f2_td_succeed,fights_location,round_format,round_fought,weight_class,winner,winning_method,fight_year,SApM_f1,SLpM_f1,height_f1,reach_f1,stance_f1,strAcc_f1,strDef_f1,subAvg_f1,tdAcc_f1,tdAvg_f1,tdDef_f1,weight_f1,born_year_f1,win_f1,lose_f1,draw_f1,nc_f1,SApM_f2,SLpM_f2,height_f2,reach_f2,stance_f2,strAcc_f2,strDef_f2,subAvg_f2,tdAcc_f2,tdAvg_f2,tdDef_f2,weight_f2,born_year_f2,win_f2,lose_f2,draw_f2,nc_f2,f1_age_when_fight,f2_age_when_fight
UFC on FUEL TV: Korean Zombie vs Poirier,Yves Jabouin,0.53,93,0,0,Jeff Hougland,0.34,52,3,0,"Fairfax, Virginia, USA",3,3,Bantamweight,1,U-DEC,2012,2.93,3.06,170.18,68.0,Orthodox,0.41,0.62,0.1,0.6,1.94,0.82,135,1979,20,11,0,0,3.46,1.86,170.18,68.0,Orthodox,0.48,0.47,1.1,0.18,0.86,0.0,135,1978,10,6,0,0,33,34
UFC on FUEL TV: Korean Zombie vs Poirier,Tom Lawlor,0.12,8,1,0,Jason MacDonald,0.45,11,0,0,"Fairfax, Virginia, USA",3,1,Middleweight,1,KO/TKO,2012,2.41,2.5,182.88,74.0,Southpaw,0.42,0.6,1.4,0.32,2.46,0.57,205,1983,10,6,0,1,2.7,1.55,190.5,80.0,Orthodox,0.52,0.46,2.0,0.16,1.43,0.35,185,1975,25,16,0,0,29,37
UFC on FUEL TV: Korean Zombie vs Poirier,Igor Pokrajac,0.45,80,4,1,Fabio Maldonado,0.71,137,1,0,"Fairfax, Virginia, USA",3,3,Light Heavyweight,1,U-DEC,2012,4.26,2.25,182.88,74.0,Orthodox,0.45,0.4,0.2,0.29,0.87,0.51,205,1979,28,13,0,1,4.31,5.29,185.42,75.0,Orthodox,0.58,0.53,0.6,0.57,0.44,0.61,205,1980,23,11,0,0,33,32
UFC on FUEL TV: Korean Zombie vs Poirier,Jorge Lopez,0.43,83,3,1,Amir Sadollah,0.52,61,14,4,"Fairfax, Virginia, USA",3,3,Welterweight,0,S-DEC,2012,2.57,2.47,177.8,72.0,Orthodox,0.59,0.5,0.0,0.41,3.5,0.81,170,1988,11,5,0,0,3.55,4.71,177.8,75.0,Orthodox,0.46,0.6,0.3,0.27,0.57,0.6,170,1980,6,5,0,0,24,32
UFC on FUEL TV: Korean Zombie vs Poirier,Cody McKenzie,0.14,7,0,0,Marcus LeVesseur,0.5,14,2,2,"Fairfax, Virginia, USA",3,1,Lightweight,1,SUB,2012,2.5,1.74,182.88,72.0,Switch,0.34,0.67,2.5,0.25,2.5,0.14,155,1987,16,10,0,0,3.7,2.55,175.26,70.0,Southpaw,0.64,0.37,0.6,0.36,3.89,0.83,155,1982,22,7,0,0,25,30
UFC on FUEL TV: Korean Zombie vs Poirier,Jeremy Stephens,0.45,192,3,1,Donald Cerrone,0.4,115,3,0,"Fairfax, Virginia, USA",3,3,Lightweight,0,U-DEC,2012,3.05,3.17,175.26,71.0,Orthodox,0.4,0.58,0.4,0.38,1.16,0.65,145,1986,28,19,0,1,4.49,4.43,185.42,73.0,Orthodox,0.46,0.53,1.2,0.33,1.18,0.74,170,1983,36,16,0,2,26,29
UFC on FUEL TV: Korean Zombie vs Poirier,Chan Sung Jung,0.48,154,4,4,Dustin Poirier,0.44,127,4,0,"Fairfax, Virginia, USA",5,4,Featherweight,1,SUB,2012,3.87,4.07,170.18,72.0,Orthodox,0.43,0.55,0.7,0.47,0.82,0.77,145,1987,17,6,0,0,4.19,5.62,175.26,72.0,Southpaw,0.5,0.54,1.2,0.36,1.5,0.61,155,1989,28,6,0,1,25,23
UFC 145: Jones vs Evans,Efrain Escudero,0.56,119,5,1,Mac Danzig,0.42,133,2,0,"Atlanta, Georgia, USA",3,3,Lightweight,0,U-DEC,2012,2.3,2.92,175.26,71.0,Orthodox,0.44,0.63,0.8,0.4,1.31,0.66,155,1986,28,12,0,0,3.44,3.39,172.72,70.0,Orthodox,0.48,0.57,0.6,0.37,1.2,0.46,155,1980,21,12,1,0,26,32
UFC 145: Jones vs Evans,Anthony Njokuani,0.33,116,0,0,John Makdessi,0.48,152,0,0,"Atlanta, Georgia, USA",3,3,Lightweight,1,U-DEC,2012,2.41,3.94,185.42,75.0,Orthodox,0.46,0.65,0.2,0.45,0.5,0.53,155,1980,16,12,0,1,4.02,5.57,172.72,68.0,Orthodox,0.51,0.69,0.0,0.0,0.0,0.89,155,1985,18,7,0,0,32,27
UFC 145: Jones vs Evans,Matt Brown,0.46,77,13,5,Stephen Thompson,0.5,133,0,0,"Atlanta, Georgia, USA",3,3,Welterweight,1,U-DEC,2012,2.68,3.68,182.88,75.0,Orthodox,0.54,0.55,1.4,0.44,1.52,0.64,170,1981,25,18,0,0,2.75,4.06,182.88,75.0,Orthodox,0.43,0.58,0.0,0.45,0.3,0.73,170,1983,16,5,1,0,31,29
UFC 145: Jones vs Evans,Maximo Blanco,0.17,136,0,0,Marcus Brimage,0.23,78,3,0,"Atlanta, Georgia, USA",3,3,Featherweight,0,S-DEC,2012,3.19,4.11,172.72,71.0,Orthodox,0.44,0.66,0.3,0.36,1.85,0.63,145,1983,12,8,1,1,3.64,3.97,162.56,71.0,Southpaw,0.35,0.56,0.0,1.0,0.56,0.8,135,1985,7,7,0,0,29,27
UFC 145: Jones vs Evans,Mark Hominick,0.52,210,0,0,Eddie Yagin,0.29,284,0,0,"Atlanta, Georgia, USA",3,3,Featherweight,0,S-DEC,2012,4.18,4.08,172.72,68.0,Orthodox,0.42,0.69,0.9,0.66,0.25,0.71,145,1982,20,12,0,0,5.77,3.13,170.18,69.0,Orthodox,0.3,0.42,1.0,0.0,0.0,0.62,145,1979,16,7,1,0,30,33
UFC 145: Jones vs Evans,Ben Rothwell,0.52,17,0,0,Brendan Schaub,0.47,17,0,0,"Atlanta, Georgia, USA",3,1,Heavyweight,1,KO/TKO,2012,4.57,3.71,193.04,78.0,Orthodox,0.42,0.47,0.4,0.35,0.68,0.7,265,1981,39,13,0,0,2.22,2.92,193.04,78.0,Orthodox,0.37,0.57,0.4,0.46,2.32,0.72,245,1983,10,5,0,0,31,29
UFC 145: Jones vs Evans,Mark Bocek,0.69,107,11,5,John Alessio,0.37,87,0,0,"Atlanta, Georgia, USA",3,3,Lightweight,1,U-DEC,2012,2.32,2.34,172.72,75.0,Orthodox,0.43,0.6,1.3,0.36,3.65,0.31,155,1981,12,5,0,0,2.91,2.1,177.8,72.0,Orthodox,0.39,0.54,1.2,0.38,1.85,0.7,155,1979,35,17,0,2,31,33
UFC 145: Jones vs Evans,Che Mills,0.68,69,2,2,Rory MacDonald,0.27,22,0,0,"Atlanta, Georgia, USA",3,2,Welterweight,0,KO/TKO,2012,2.87,2.08,185.42,76.0,Orthodox,0.52,0.43,0.0,0.66,1.18,0.58,170,1982,16,10,0,3,2.8,3.75,182.88,76.0,Orthodox,0.42,0.62,0.4,0.47,1.77,0.88,170,1989,19,4,0,0,30,23
UFC 145: Jones vs Evans,Michael McDonald 135,0.27,29,0,0,Miguel Torres,0.27,59,0,0,"Atlanta, Georgia, USA",3,1,Bantamweight,1,KO/TKO,2012,2.76,2.69,175.26,70.0,Orthodox,0.42,0.57,1.4,0.66,1.09,0.52,135,1991,17,4,0,0,1.86,3.98,175.26,76.0,Orthodox,0.43,0.74,1.6,0.0,0.0,0.17,135,1981,44,9,0,0,21,31
UFC 145: Jones vs Evans,Chad Griggs,0.5,8,2,1,Travis Browne,0.0,3,0,0,"Atlanta, Georgia, USA",3,1,Heavyweight,0,SUB,2012,2.22,2.67,185.42,73.0,Orthodox,0.5,0.46,0.0,0.66,1.51,0.41,205,1978,11,3,0,0,4.31,2.93,198.12,79.0,Orthodox,0.41,0.42,0.2,0.68,1.21,0.75,255,1982,18,7,1,0,34,30
UFC 145: Jones vs Evans,Keith Wisniewski,0.6,46,6,3,Chris Clements,0.55,123,2,0,"Atlanta, Georgia, USA",3,3,Welterweight,0,S-DEC,2012,4.86,2.32,182.88,74.0,Orthodox,0.52,0.42,0.3,0.4,1.57,0.78,170,1981,28,15,1,0,2.37,3.2,177.8,70.0,Orthodox,0.49,0.44,0.3,0.0,0.0,0.32,170,1976,12,6,0,1,31,36
UFC on FOX: Diaz vs Miller,Nick Denis,0.61,42,5,1,Roland Delorme,0.55,43,1,1,"East Rutherford, New Jersey, USA",3,1,Bantamweight,0,SUB,2012,5.42,6.54,170.18,69.0,Orthodox,0.53,0.36,0.0,1.0,2.8,0.8,135,1983,11,3,0,0,4.32,2.28,175.26,71.0,Orthodox,0.44,0.4,1.6,0.34,2.51,0.42,135,1983,9,5,0,1,29,29
UFC 145: Jones vs Evans,Jon Jones,0.49,214,2,1,Rashad Evans,0.29,151,4,0,"Atlanta, Georgia, USA",5,5,Light Heavyweight,1,U-DEC,2012,2.22,4.3,193.04,84.0,Orthodox,0.57,0.64,0.4,0.44,1.85,0.95,205,1987,26,1,0,1,2.42,2.14,182.88,75.0,Orthodox,0.37,0.63,0.0,0.44,2.98,0.73,205,1979,19,8,1,0,25,33
UFC on FOX: Diaz vs Miller,Mike Massenzio,0.4,27,3,1,Karlos Vemola,0.41,39,4,2,"East Rutherford, New Jersey, USA",3,2,Middleweight,0,SUB,2012,3.59,2.08,187.96,73.0,Southpaw,0.45,0.54,1.4,0.24,2.74,0.5,185,1982,13,9,0,0,2.13,1.67,182.88,75.0,Orthodox,0.44,0.37,1.7,0.25,1.93,0.31,185,1985,17,5,0,0,30,27
UFC on FOX: Diaz vs Miller,Pascal Krauss,0.44,154,7,2,John Hathaway,0.34,95,3,1,"East Rutherford, New Jersey, USA",3,3,Welterweight,0,U-DEC,2012,3.88,5.45,185.42,75.0,Orthodox,0.47,0.59,0.9,0.5,1.53,0.6,170,1987,11,2,0,0,1.8,3.4,185.42,75.0,Orthodox,0.4,0.62,0.9,0.43,2.61,0.6,170,1987,17,2,0,0,25,25
UFC on FOX: Diaz vs Miller,Tony Ferguson,0.25,176,1,0,Michael Johnson,0.36,183,2,0,"East Rutherford, New Jersey, USA",3,3,Lightweight,0,U-DEC,2012,3.78,5.15,180.34,76.0,Orthodox,0.45,0.59,1.1,0.42,0.42,0.67,155,1984,26,6,0,0,3.82,4.21,177.8,73.0,Southpaw,0.38,0.58,0.1,0.45,0.49,0.77,155,1986,20,17,0,0,28,26
UFC on FOX: Diaz vs Miller,Danny Castillo,0.38,136,3,1,John Cholish,0.34,84,6,1,"East Rutherford, New Jersey, USA",3,3,Lightweight,1,U-DEC,2012,1.96,2.57,175.26,71.0,Orthodox,0.42,0.62,0.2,0.38,2.95,0.63,155,1979,17,10,0,0,2.29,2.65,180.34,74.0,Orthodox,0.49,0.73,0.4,0.31,1.82,0.78,155,1983,8,3,0,0,33,29
UFC on FOX: Diaz vs Miller,Pablo Garza,0.52,85,9,8,Dennis Bermudez,0.45,59,2,0,"East Rutherford, New Jersey, USA",3,3,Featherweight,0,U-DEC,2012,2.7,3.37,185.42,73.0,Orthodox,0.44,0.5,1.3,0.25,0.94,0.15,145,1983,12,4,0,0,3.07,4.42,167.64000000000001,66.0,Orthodox,0.46,0.59,1.1,0.4,3.89,0.82,155,1986,17,9,0,0,29,26
UFC on FOX: Diaz vs Miller,Pat Barry,0.68,22,1,0,Lavar Johnson,0.54,71,0,0,"East Rutherford, New Jersey, USA",3,1,Heavyweight,0,KO/TKO,2012,3.54,2.72,180.34,74.0,Orthodox,0.52,0.59,0.2,0.0,0.0,0.76,235,1979,8,7,0,0,2.54,5.39,193.04,82.0,Orthodox,0.55,0.55,0.6,0.66,0.61,0.54,240,1977,18,10,0,0,33,35
UFC on FOX: Diaz vs Miller,Alan Belcher,0.0,1,1,1,Rousimar Palhares,0.54,37,0,0,"East Rutherford, New Jersey, USA",3,1,Middleweight,1,KO/TKO,2012,3.1,2.7,187.96,75.0,Orthodox,0.41,0.59,0.9,0.26,0.44,0.55,185,1984,18,8,0,0,2.04,1.75,172.72,71.0,Orthodox,0.51,0.59,4.1,0.45,3.93,0.0,170,1980,19,8,0,0,28,32
UFC on FOX: Diaz vs Miller,Josh Koscheck,0.37,89,2,1,Johny Hendricks,0.45,120,6,2,"East Rutherford, New Jersey, USA",3,3,Welterweight,0,S-DEC,2012,2.27,1.79,177.8,73.0,Orthodox,0.36,0.63,0.4,0.48,2.46,0.64,170,1977,17,11,0,0,3.99,3.49,175.26,69.0,Southpaw,0.45,0.53,0.3,0.46,3.83,0.63,185,1983,18,8,0,0,35,29
UFC on FOX: Diaz vs Miller,John Lineker,0.49,132,2,2,Louis Gaudinot,0.45,212,0,0,"East Rutherford, New Jersey, USA",3,2,Flyweight,0,SUB,2012,4.27,5.36,160.02,67.0,Orthodox,0.4,0.56,0.6,0.58,0.56,0.67,135,1990,31,9,0,0,6.42,2.34,160.02,63.0,Orthodox,0.37,0.48,1.1,0.4,0.57,0.31,125,1984,8,4,0,1,22,28
UFC on FUEL TV: Gustafsson vs Silva,Besam Yousef,0.55,67,4,1,Simeon Thoresen,0.51,54,0,0,"Stockholm, Sweden",3,2,Welterweight,0,SUB,2012,3.98,3.14,180.34,73.0,Orthodox,0.53,0.38,0.0,0.66,1.33,0.5,170,1985,7,4,0,0,3.85,3.85,185.42,79.0,Orthodox,0.43,0.64,1.7,0.4,1.12,0.5,170,1984,17,6,1,0,27,28
UFC on FUEL TV: Gustafsson vs Silva,Reza Madadi,1.0,1,7,3,Yoislandy Izquierdo,0.56,64,2,0,"Stockholm, Sweden",3,2,Lightweight,1,SUB,2012,3.31,2.51,180.34,73.0,Orthodox,0.46,0.66,0.5,0.33,3.17,0.89,155,1978,14,6,0,0,1.4,2.93,180.34,73.0,Southpaw,0.52,0.26,0.0,0.0,0.0,0.5,155,1984,10,4,0,0,34,28
UFC on FUEL TV: Gustafsson vs Silva,Francis Carmont,0.93,30,2,2,Magnus Cedenblad,0.78,14,0,0,"Stockholm, Sweden",3,2,Middleweight,1,SUB,2012,1.64,2.22,190.5,78.0,Orthodox,0.42,0.59,0.6,0.36,1.79,0.73,205,1981,25,12,0,0,3.02,2.38,195.57999999999998,79.0,Orthodox,0.51,0.4,1.0,0.64,2.87,0.66,185,1982,14,5,0,0,31,30
UFC on FUEL TV: Gustafsson vs Silva,James Head,0.61,18,3,1,Papy Abedi,0.48,43,0,0,"Stockholm, Sweden",3,1,Welterweight,1,SUB,2012,3.11,2.75,185.42,73.0,Orthodox,0.48,0.49,0.8,1.0,0.41,0.66,170,1984,9,4,0,0,3.15,2.8,180.34,73.0,Southpaw,0.55,0.48,1.3,0.57,3.47,0.5,185,1978,10,4,0,0,28,34
UFC on FUEL TV: Gustafsson vs Silva,Tom DeBlass,0.96,50,2,2,Cyrille Diabate,0.16,6,4,2,"Stockholm, Sweden",3,3,Light Heavyweight,0,M-DEC,2012,4.43,1.5,182.88,74.0,Orthodox,0.35,0.37,0.5,0.5,1.0,0.28,185,1982,9,2,0,0,1.78,4.06,198.12,81.0,Southpaw,0.71,0.6,0.2,0.83,1.17,0.53,205,1973,19,10,1,0,30,39
UFC on FUEL TV: Gustafsson vs Silva,Diego Nunes,0.33,203,6,0,Dennis Siver,0.39,125,0,0,"Stockholm, Sweden",3,3,Featherweight,0,U-DEC,2012,2.59,2.72,167.64000000000001,67.0,Orthodox,0.43,0.58,0.6,0.44,1.18,0.65,145,1982,19,7,0,0,2.67,3.87,167.64000000000001,70.0,Orthodox,0.32,0.65,0.3,0.32,0.87,0.65,145,1979,23,11,0,1,30,33
UFC on FUEL TV: Gustafsson vs Silva,John Maguire,0.6,25,0,0,DaMarques Johnson,0.85,7,3,3,"Stockholm, Sweden",3,2,Welterweight,1,SUB,2012,2.44,1.41,175.26,69.0,Southpaw,0.41,0.65,1.1,0.46,2.8,0.77,155,1983,24,9,0,0,3.75,2.11,185.42,75.0,Orthodox,0.37,0.51,0.7,0.55,1.18,0.19,170,1982,15,15,0,0,29,30
UFC on FUEL TV: Gustafsson vs Silva,Damacio Page,0.53,67,5,4,Brad Pickett,0.4,57,4,1,"Stockholm, Sweden",3,2,Bantamweight,0,SUB,2012,2.47,2.05,167.64000000000001,66.0,Orthodox,0.38,0.51,0.9,0.64,2.63,0.23,135,1982,19,10,0,0,4.63,3.02,167.64000000000001,68.0,Orthodox,0.31,0.55,0.4,0.44,2.47,0.58,135,1978,25,14,0,0,30,34
UFC on FUEL TV: Gustafsson vs Silva,Siyar Bahadurzada,0.0,2,0,0,Paulo Thiago,0.75,4,0,0,"Stockholm, Sweden",3,1,Welterweight,1,KO/TKO,2012,3.23,2.91,180.34,73.0,Orthodox,0.4,0.49,0.3,0.61,1.32,0.62,170,1984,24,8,1,0,1.99,1.71,180.34,74.0,Orthodox,0.39,0.63,1.2,0.31,1.42,0.63,170,1981,18,9,0,0,28,31
UFC on FUEL TV: Gustafsson vs Silva,Brian Stann,0.54,33,0,0,Alessio Sakara,0.5,14,0,0,"Stockholm, Sweden",3,1,Middleweight,1,KO/TKO,2012,2.65,3.28,185.42,74.0,Orthodox,0.42,0.59,0.3,0.12,0.12,0.6,205,1980,12,6,0,0,2.8,3.96,182.88,72.0,Orthodox,0.47,0.59,0.0,0.78,2.18,0.62,185,1981,19,11,0,2,32,31
UFC on FUEL TV: Gustafsson vs Silva,Alexander Gustafsson,0.26,283,1,1,Thiago Silva,0.35,108,0,0,"Stockholm, Sweden",3,3,Light Heavyweight,1,U-DEC,2012,3.42,4.02,195.57999999999998,79.0,Orthodox,0.4,0.51,0.4,0.39,1.54,0.83,205,1987,18,7,0,0,2.55,3.92,187.96,74.0,Orthodox,0.5,0.67,0.7,0.47,1.03,0.7,205,1982,19,6,0,2,25,30
UFC on FOX: Diaz vs Miller,Nate Diaz,0.46,98,1,0,Jim Miller,0.35,71,5,1,"East Rutherford, New Jersey, USA",5,2,Lightweight,1,SUB,2012,3.73,4.51,182.88,76.0,Southpaw,0.45,0.52,1.3,0.3,1.1,0.41,170,1985,21,13,0,0,2.92,2.65,172.72,71.0,Southpaw,0.4,0.59,1.8,0.43,1.63,0.47,155,1983,32,16,0,1,27,29
UFC on FX: Alves vs Kampmann,Shawn Jordan,0.46,62,1,0,Oli Thompson,0.56,113,0,0,"Sydney, New South Wales, Australia",3,2,Heavyweight,1,KO/TKO,2012,3.3,2.87,182.88,75.0,Southpaw,0.5,0.47,0.1,0.38,1.97,0.76,260,1984,19,8,0,0,5.31,1.66,185.42,75.0,Orthodox,0.46,0.46,0.5,0.0,0.0,0.5,242,1980,17,10,0,0,28,32
UFC on FX: Alves vs Kampmann,Jake Hecht,1.0,3,1,1,TJ Waldburger,0.4,5,0,0,"Sydney, New South Wales, Australia",3,1,Welterweight,0,SUB,2012,2.76,3.26,182.88,73.0,Orthodox,0.47,0.56,0.0,0.37,2.04,0.4,170,1984,11,4,0,0,2.39,2.02,180.34,75.0,Orthodox,0.51,0.4,4.8,0.46,3.03,0.4,170,1988,16,9,0,0,28,24
UFC on FX: Alves vs Kampmann,Mackens Semerzier,0.75,12,0,0,Daniel Pineda,0.66,21,0,0,"Sydney, New South Wales, Australia",3,1,Featherweight,0,SUB,2012,3.48,2.91,175.26,72.0,Orthodox,0.45,0.46,2.1,0.5,2.14,0.5,145,1980,8,4,0,1,2.97,3.35,170.18,69.0,Orthodox,0.48,0.45,1.6,0.22,1.42,0.42,145,1985,27,14,0,3,32,27
UFC on FX: Alves vs Kampmann,Kyle Noke,0.57,63,7,3,Andrew Craig,0.45,79,2,1,"Sydney, New South Wales, Australia",3,3,Middleweight,0,U-DEC,2012,2.09,3.23,185.42,76.0,Southpaw,0.5,0.64,0.8,0.54,1.53,0.66,170,1980,22,10,1,0,3.01,2.39,185.42,76.0,Orthodox,0.4,0.5,0.0,0.37,0.53,0.72,170,1986,9,4,0,0,32,26
UFC on FX: Alves vs Kampmann,Cole Miller,0.47,152,5,1,Steven Siler,0.36,221,6,1,"Sydney, New South Wales, Australia",3,3,Featherweight,0,U-DEC,2012,3.88,3.0,185.42,73.0,Orthodox,0.33,0.59,1.8,0.36,0.6,0.38,145,1984,21,11,0,1,2.96,3.21,180.34,70.0,Orthodox,0.41,0.54,1.6,0.21,0.47,0.55,145,1987,29,16,0,0,28,25
UFC on FX: Alves vs Kampmann,Constantinos Philippou,0.34,167,8,0,Court McGee,0.38,155,0,0,"Sydney, New South Wales, Australia",3,3,Middleweight,1,U-DEC,2012,2.73,2.19,180.34,73.0,Orthodox,0.35,0.54,0.3,0.42,0.4,0.65,185,1979,13,5,0,1,3.78,4.76,180.34,75.0,Orthodox,0.36,0.61,0.4,0.23,1.68,0.69,170,1984,21,10,0,0,33,28
UFC on FX: Alves vs Kampmann,Anthony Perosh,0.55,45,4,2,Nick Penner,0.22,22,0,0,"Sydney, New South Wales, Australia",3,1,Light Heavyweight,1,KO/TKO,2012,3.77,2.27,190.5,75.0,Orthodox,0.43,0.53,1.1,0.22,2.03,0.33,205,1972,15,10,0,0,4.6,1.25,193.04,78.5,Southpaw,0.3,0.38,0.0,0.0,0.0,0.4,205,1980,11,3,0,0,40,32
UFC on FX: Alves vs Kampmann,James Te Huna,0.66,33,0,0,Aaron Rosa,0.0,12,0,0,"Sydney, New South Wales, Australia",3,1,Light Heavyweight,1,KO/TKO,2012,2.99,4.04,187.96,75.0,Orthodox,0.51,0.62,0.2,0.37,2.75,0.58,185,1981,16,9,0,0,4.41,4.03,193.04,77.0,Orthodox,0.47,0.45,0.4,0.33,0.36,0.85,205,1983,18,6,0,0,31,29
UFC on FX: Alves vs Kampmann,Thiago Alves,0.52,118,3,2,Martin Kampmann,0.39,118,7,1,"Sydney, New South Wales, Australia",3,3,Welterweight,0,SUB,2012,3.42,3.73,175.26,70.0,Orthodox,0.41,0.62,0.3,0.6,0.71,0.63,170,1983,23,15,0,0,3.28,3.22,182.88,72.0,Orthodox,0.42,0.62,2.0,0.41,1.86,0.78,170,1982,20,7,0,0,29,30
UFC on FX: Alves vs Kampmann,Ian McCall,0.51,145,4,0,Demetrious Johnson,0.42,144,9,4,"Sydney, New South Wales, Australia",3,3,Flyweight,0,M-DEC,2012,3.25,3.59,165.1,64.0,Orthodox,0.39,0.67,0.0,0.3,2.08,0.88,125,1984,13,5,1,0,1.66,3.43,160.02,66.0,Orthodox,0.54,0.67,0.5,0.56,3.35,0.65,125,1986,27,3,1,0,28,26
UFC 144: Edgar vs Henderson,Vaughan Lee,0.42,49,2,1,Norifumi Yamamoto,0.46,30,1,0,"Saitama, Japan",3,1,Bantamweight,1,SUB,2012,2.07,3.47,167.64000000000001,66.0,Orthodox,0.47,0.7,1.0,0.33,0.81,0.72,125,1982,14,13,1,0,2.01,2.09,162.56,66.0,Southpaw,0.45,0.57,0.0,0.22,0.41,0.45,135,1977,18,6,0,2,30,35
UFC on FX: Alves vs Kampmann,Joseph Benavidez,0.36,50,5,1,Yasuhiro Urushitani,0.44,18,0,0,"Sydney, New South Wales, Australia",3,2,Flyweight,1,KO/TKO,2012,2.67,3.52,162.56,65.0,Southpaw,0.34,0.61,0.6,0.3,1.41,0.62,125,1984,28,8,0,0,4.71,3.47,165.1,66.0,Southpaw,0.39,0.65,0.0,0.0,0.0,0.8,125,1976,21,8,6,0,28,36
UFC 144: Edgar vs Henderson,Bart Palaszewski,0.6,111,5,2,Hatsu Hioki,0.33,78,0,0,"Saitama, Japan",3,3,Featherweight,0,U-DEC,2012,3.97,2.67,175.26,70.0,Orthodox,0.32,0.57,0.5,0.31,0.65,0.53,145,1983,36,17,0,0,2.12,2.42,180.34,73.0,Orthodox,0.42,0.65,0.6,0.56,2.55,0.54,145,1983,29,10,2,0,29,29
UFC 144: Edgar vs Henderson,Eiji Mitsuoka,0.44,107,0,0,Takanori Gomi,0.48,66,4,1,"Saitama, Japan",3,2,Lightweight,0,KO/TKO,2012,2.26,1.49,170.18,69.0,Southpaw,0.49,0.45,1.6,0.36,2.3,0.2,145,1976,18,9,2,0,3.52,3.81,170.18,70.0,Southpaw,0.41,0.6,0.8,0.65,1.23,0.63,155,1978,35,14,0,1,36,34
UFC 144: Edgar vs Henderson,Cheick Kongo,0.62,16,0,0,Mark Hunt,0.41,12,0,0,"Saitama, Japan",3,1,Heavyweight,0,KO/TKO,2012,1.28,3.33,193.04,82.0,Orthodox,0.56,0.54,0.2,0.56,2.3,0.52,240,1975,27,10,2,0,2.9,2.81,177.8,72.0,Orthodox,0.43,0.51,0.2,0.55,0.51,0.64,265,1974,13,14,1,1,37,38
UFC on FOX: Evans vs Davis,Lavar Johnson,0.3,71,3,0,Joey Beltran,0.7,92,0,0,"Chicago, Illinois, USA",3,1,Heavyweight,1,KO/TKO,2012,2.54,5.39,193.04,82.0,Orthodox,0.55,0.55,0.6,0.66,0.61,0.54,240,1977,18,10,0,0,5.27,4.92,185.42,75.0,Orthodox,0.36,0.54,0.0,0.18,0.48,0.75,185,1981,17,14,0,1,35,31
UFC 144: Edgar vs Henderson,Tim Boetsch,0.38,75,2,1,Yushin Okami,0.45,93,1,0,"Saitama, Japan",3,3,Middleweight,1,KO/TKO,2012,2.9,2.93,182.88,74.0,Orthodox,0.5,0.57,0.8,0.34,1.45,0.59,185,1981,21,13,0,0,2.25,2.06,187.96,75.0,Southpaw,0.38,0.6,0.5,0.39,1.98,0.84,170,1981,34,12,0,0,31,31
UFC 144: Edgar vs Henderson,Anthony Pettis,0.45,20,0,0,Joe Lauzon,0.0,8,0,0,"Saitama, Japan",3,1,Lightweight,1,KO/TKO,2012,3.44,3.05,177.8,72.0,Orthodox,0.47,0.54,1.1,0.5,0.61,0.6,155,1987,24,10,0,0,5.39,2.84,177.8,71.0,Orthodox,0.39,0.54,2.0,0.45,2.39,0.54,155,1984,28,16,0,0,25,28
UFC 144: Edgar vs Henderson,Jake Shields,0.34,97,4,2,Yoshihiro Akiyama,0.45,201,14,2,"Saitama, Japan",3,3,Welterweight,1,U-DEC,2012,1.8,2.45,182.88,72.0,Orthodox,0.36,0.56,1.2,0.29,2.83,0.35,170,1979,31,9,1,1,3.62,3.1,177.8,75.0,Orthodox,0.41,0.57,1.0,0.67,2.29,0.92,170,1975,14,6,0,2,33,37
UFC on FOX: Evans vs Davis,Shane Roller,0.47,136,1,1,Michael Johnson,0.6,92,12,1,"Chicago, Illinois, USA",3,3,Lightweight,0,U-DEC,2012,2.65,2.04,177.8,72.0,Orthodox,0.34,0.6,1.9,0.33,2.46,0.42,155,1979,11,7,0,0,3.82,4.21,177.8,73.0,Southpaw,0.38,0.58,0.1,0.45,0.49,0.77,155,1986,20,17,0,0,33,26
UFC on FOX: Evans vs Davis,Eric Wisely,0.5,12,1,1,Charles Oliveira,0.5,4,0,0,"Chicago, Illinois, USA",3,1,Featherweight,0,SUB,2012,2.08,1.42,172.72,70.0,Southpaw,0.47,0.56,0.9,0.0,0.0,0.27,145,1984,26,9,1,0,3.01,3.26,177.8,74.0,Orthodox,0.52,0.53,2.7,0.44,2.64,0.57,155,1989,31,8,0,1,28,23
UFC on FOX: Evans vs Davis,Jon Olav Einemo,0.56,37,10,6,Mike Russow,0.72,43,0,0,"Chicago, Illinois, USA",3,3,Heavyweight,0,U-DEC,2012,3.05,2.15,198.12,79.0,Orthodox,0.52,0.52,0.0,0.55,1.73,0.43,253,1975,6,3,0,0,2.9,1.55,185.42,73.0,Orthodox,0.47,0.59,0.7,0.43,4.66,0.0,255,1976,15,3,0,1,37,36
